部件ID,对象类型,对象句柄,起点X,起点Y,终点X,终点Y,圆心X,圆心Y,半径,起始角度(°),总角度(°)
A11,LINE,3C0A3,28.2,248.418406,27.8,248.418406,,,,,
A11,ARC,3C0A2,26.5,249.718406,27.8,248.418406,27.8,249.718406,1.3,180,90
A11,LINE,3C0A1,26.5,249.718406,26.5,252.116193,,,,,
A11,ARC,3C0A0,27.8,253.416193,26.5,252.116193,27.8,252.116193,1.3,90,90
A11,LINE,3C09F,27.8,253.416193,28.2,253.416193,,,,,
A11,ARC,3C09E,29.5,252.116193,28.2,253.416193,28.2,252.116193,1.3,360,90
A11,LINE,3C09D,29.5,252.116193,29.5,249.718406,,,,,
A11,ARC,3C09C,6.8,253.416193,5.5,252.116193,6.8,252.116193,1.3,90,90
A11,LINE,3C09B,6.8,253.416193,7.2,253.416193,,,,,
A11,ARC,3C09A,8.5,252.116193,7.2,253.416193,7.2,252.116193,1.3,360,90
A11,LINE,3C099,8.5,252.116193,8.5,249.718406,,,,,
A11,ARC,3C098,7.2,248.418406,8.5,249.718406,7.2,249.718406,1.3,270,90
A11,LINE,3C097,7.2,248.418406,6.8,248.418406,,,,,
A11,ARC,3C096,5.5,249.718406,6.8,248.418406,6.8,249.718406,1.3,180,90
A11,LINE,3C095,5.5,249.718406,5.5,252.116193,,,,,
A11,ARC,3C094,26.5,277.716217,27.8,276.416217,27.8,277.716217,1.3,180,90
A11,LINE,3C093,28.2,276.416217,27.8,276.416217,,,,,
A11,ARC,3C092,27.8,279.412682,26.5,278.112682,27.8,278.112682,1.3,90,90
A11,LINE,3C091,26.5,277.716217,26.5,278.112682,,,,,
A11,ARC,3C090,29.5,278.112682,28.2,279.412682,28.2,278.112682,1.3,360,90
A11,LINE,3C08F,27.8,279.412682,28.2,279.412682,,,,,
A11,ARC,3C08E,28.2,276.416217,29.5,277.716217,28.2,277.716217,1.3,270,90
A11,LINE,3C08D,29.5,278.112682,29.5,277.716217,,,,,
A11,ARC,3C08C,6.8,279.412682,5.5,278.112682,6.8,278.112682,1.3,90,90
A11,LINE,3C08B,6.8,279.412682,7.2,279.412682,,,,,
A11,ARC,3C08A,8.5,278.112682,7.2,279.412682,7.2,278.112682,1.3,360,90
A11,LINE,3C089,8.5,278.112682,8.5,277.716217,,,,,
A11,ARC,3C088,7.2,276.416217,8.5,277.716217,7.2,277.716217,1.3,270,90
A11,LINE,3C087,7.2,276.416217,6.8,276.416217,,,,,
A11,ARC,3C086,5.5,277.716217,6.8,276.416217,6.8,277.716217,1.3,180,90
A11,LINE,3C085,5.5,277.716217,5.5,278.112682,,,,,
A6,ARC,3C9DB,34.878153,235.686997,35.136463,235.921309,26.05139,245.677349,13.331124,311.461522,1.498929
A6,ARC,3C9DA,35.136463,235.921309,35.498572,236.298238,31.833457,239.456854,4.838381,313.052446,6.192606
A6,ARC,3C9D9,35.498572,236.298238,36.518066,237.918067,30.345443,240.672272,6.75921,319.675023,16.2787
A6,ARC,3C9D8,36.518066,237.918067,37.020819,239.40285,28.878781,241.332266,8.367522,335.918869,10.749677
A6,ARC,3C9D7,37.020819,239.40285,37.193678,240.613376,30.605582,240.936528,6.596017,346.554767,10.637075
A6,ARC,3C9D6,37.202875,240.91322,37.188717,241.5002,28.572308,240.998699,8.630991,359.432552,3.898477
A6,ARC,3C9D5,37.188717,241.5002,37.184013,241.57261,32.98464,241.263457,4.210737,3.223079,0.987383
A6,ARC,3C9D4,37.184013,241.57261,37.1774,241.644947,35.13094,241.421391,2.058634,4.212525,2.021782
A6,ARC,3C9D3,37.1774,241.644947,37.167543,241.717415,35.794118,241.493699,1.391526,6.239961,3.011645
A6,ARC,3C9D2,37.167543,241.717415,37.119928,241.900448,36.210215,241.566084,0.969215,8.982763,11.198091
A6,ARC,3C9D1,37.119928,241.900448,37.112421,241.918284,36.885282,241.812181,0.250699,20.614745,4.423709
A6,ARC,3C9D0,37.112421,241.918284,37.10348,241.934421,36.993734,241.863069,0.130902,24.948525,8.08159
A6,ARC,3C9CF,37.10348,241.934421,37.063428,241.963953,37.045852,241.898189,0.068072,32.158061,42.878231
A6,ARC,3C9CE,37.063428,241.963953,37.036565,241.968618,37.027349,241.835888,0.13305,74.266319,11.761863
A6,ARC,3C9CD,37.036565,241.968618,37.006769,241.968943,37.018725,241.699231,0.269977,86.211058,6.32702
A6,ARC,3C9CC,37.006769,241.968943,36.964652,241.965841,37.048418,241.116201,0.853759,92.796133,2.834469
A6,ARC,3C9CB,28.086014,235.250695,28.285427,235.172163,33.847913,249.58927,15.452968,248.107471,0.79465
A6,ARC,3C9CA,28.285427,235.172163,28.6878,235.024375,32.460941,245.91886,11.529371,248.766899,2.130344
A6,ARC,3C9C9,28.6878,235.024375,30.136728,234.634808,32.049145,244.637026,10.183404,250.726323,8.449404
A6,ARC,3C9C8,30.136728,234.634808,31.202258,234.510611,31.52665,241.926585,7.423065,259.20803,8.287312
A6,ARC,3C9C7,31.202258,234.510611,33.013864,234.702179,31.490424,240.447231,5.94361,267.221016,17.63054
A6,ARC,3C9C6,33.013864,234.702179,34.19272,235.208982,31.887063,238.947632,4.392443,284.864365,16.798113
A6,ARC,3C9C5,34.19272,235.208982,34.642924,235.500857,26.948185,246.876519,13.733707,301.836716,2.23854
A6,CIRCLE,3C081,,,,,34.761529,239.600227,0.4,,
A6,ARC,3C9C4,36.959895,241.965734,35.904208,241.895713,37.1588,230.973705,10.993829,91.036674,5.516069
A6,ARC,3C9C3,35.904208,241.895713,35.034631,241.750632,36.831476,233.659369,8.288377,96.423453,6.09717
A6,ARC,3C9C2,35.034631,241.750632,34.189416,241.501054,36.387135,235.614312,6.283605,102.429807,8.042487
A6,ARC,3C9C1,34.189416,241.501054,31.961363,239.831424,35.88596,236.915645,4.889196,110.303842,33.085657
A6,ARC,3C9C0,31.781549,239.591301,31.67971,239.447259,40.281225,233.473878,10.472218,144.256522,0.965169
A6,ARC,3C9BF,31.67971,239.447259,31.387288,239.006231,43.649705,231.193155,14.539981,145.411166,2.085328
A6,ARC,3C9BE,31.387288,239.006231,31.012752,238.408242,86.015279,204.375084,64.680243,147.627547,0.625044
A6,ARC,3C9BD,30.729019,237.961541,31.012752,238.408242,9.797583,251.570163,24.966369,326.969998,1.214479
A6,ARC,3C9BC,30.431569,237.523884,30.729019,237.961541,20.432081,244.639859,12.273014,324.563056,2.470584
A6,ARC,3C9BB,29.882713,236.834072,30.431569,237.523884,24.150938,241.957873,7.688081,318.205539,6.5732
A6,ARC,3C9BA,28.058377,235.470157,29.882713,236.834072,25.636626,240.611472,5.683133,295.222179,23.120917
A6,LINE,3C07E,36.959895,241.965734,36.964652,241.965841,,,,,
A6,ARC,3C07D,28.058377,235.470157,28.086014,235.250695,28.130639,235.367786,0.125306,125.217617,123.919891
A7,ARC,3C9B9,43.417782,235.521799,43.635552,236.51844,37.909505,237.24749,5.772272,342.604717,10.13932
A7,ARC,3C9B8,43.635552,236.51844,43.30652,239.065051,38.715279,237.177283,4.964188,352.373248,29.977616
A7,ARC,3C9B7,43.30652,239.065051,41.958752,240.905867,39.031829,237.349101,4.606242,21.871555,28.67691
A7,CIRCLE,3C07B,,,,,41.207411,237.645749,0.4,,
A7,ARC,3C9B6,38.725527,231.135828,38.997536,230.902688,38.919425,231.086804,0.2,165.810851,127.178263
A7,ARC,3C9B5,38.997536,230.902688,39.714669,231.275586,34.307565,240.798151,10.950618,295.358692,4.230091
A7,ARC,3C9B4,39.714669,231.275586,40.934379,232.079657,34.748866,240.135432,10.156578,299.269936,8.248411
A7,ARC,3C9B3,40.934379,232.079657,42.010781,233.072433,36.031503,238.475451,8.058806,307.472987,10.425293
A7,ARC,3C9B2,42.010781,233.072433,43.321893,235.237559,37.119284,237.514066,6.607182,317.759565,22.086087
A7,ARC,3C9B1,41.719966,241.087412,41.295351,241.358012,38.797706,236.97036,5.048734,54.63308,5.716482
A7,LINE,3C9B0,41.295351,241.358012,41.295351,241.358012,,,,,
A7,ARC,3C9AF,41.295351,241.358012,40.918151,241.368147,41.097277,241.010497,0.4,60.318054,56.285524
A7,ARC,3C9AE,40.918151,241.368147,40.730539,241.257735,42.940896,237.716496,4.174452,118.983211,2.988215
A7,ARC,3C9AD,40.730539,241.257735,39.518692,240.135231,42.918442,237.680292,4.19345,121.449235,22.717934
A7,ARC,3C9AC,39.518692,240.135231,38.704126,238.384366,43.800175,237.078414,5.260725,144.474598,21.151681
A7,ARC,3C9AB,38.704126,238.384366,38.520593,236.999182,43.907633,236.990165,5.387048,165.000768,14.90333
A7,ARC,3C9AA,38.529659,236.699353,38.561126,236.351994,44.562783,237.070775,6.044546,183.522899,3.306522
A7,ARC,3C9A9,38.561126,236.351994,38.609557,236.005801,47.332831,237.402629,8.834401,186.830086,2.267257
A7,ARC,3C9A8,38.609557,236.005801,38.668732,235.660059,54.719,238.585093,16.314623,189.096454,1.231904
A7,ARC,3C9A7,38.794445,234.967065,38.668732,235.660059,-27.623646,223.27636,67.439124,9.982768,0.598374
A7,ARC,3C9A6,38.916035,234.093951,38.794445,234.967065,25.354424,232.65038,13.638226,6.075991,3.7041
A7,ARC,3C9A5,38.972534,233.041865,38.916035,234.093951,29.173824,233.043221,9.79871,359.992072,6.16367
A7,ARC,3C9A4,38.89771,231.994873,38.972534,233.041865,31.573353,233.044479,7.399181,351.84484,8.134923
A7,ARC,3C9A3,38.725527,231.135828,38.89771,231.994873,30.49128,233.233047,8.497126,345.710877,5.910336
A8,CIRCLE,3C076,,,,,47.294662,236.990014,0.4,,
A8,ARC,3C9A2,44.335336,242.67156,44.238236,243.074565,2.627625,232.83579,42.851785,13.269402,0.554268
A8,ARC,3C9A1,44.516681,241.861822,44.335336,242.67156,12.961508,235.22004,32.246584,11.886203,1.474424
A8,ARC,3C9A0,44.83646,239.820744,44.516681,241.861822,26.15544,237.939552,18.775499,5.750342,6.30777
A8,ARC,3C99F,44.917243,238.99893,44.83646,239.820744,-28.853322,232.162241,74.086683,5.294764,0.638626
A8,ARC,3C99E,44.917243,238.99893,45.000039,238.174057,99.219067,244.032844,54.534653,185.296324,0.871
A8,ARC,3C99D,45.000039,238.174057,45.049044,237.760453,68.910035,240.797279,24.053466,186.261014,0.992116
A8,ARC,3C99C,45.049044,237.760453,45.257109,236.517259,59.975107,239.619514,15.041392,187.099702,4.802856
A8,ARC,3C99B,45.323245,236.224645,45.619959,235.206126,55.212422,238.553067,10.159594,193.249063,5.985512
A8,ARC,3C99A,45.619959,235.206126,46.028002,234.237409,53.262147,237.854876,8.088196,199.1161,7.451446
A8,ARC,3C999,46.028002,234.237409,46.566218,233.344637,51.875895,237.154246,6.534966,206.509292,9.149549
A8,ARC,3C998,46.566218,233.344637,47.822811,231.924586,54.775908,239.343335,10.167762,216.155046,10.700707
A8,ARC,3C997,47.822811,231.924586,48.608814,231.282565,52.869661,237.301116,7.374129,226.8116,7.891728
A8,ARC,3C996,48.608814,231.282565,49.092826,230.978007,51.666168,235.6045,5.294009,234.724259,6.192106
A8,ARC,3C995,49.271587,232.584456,49.359044,231.338514,54.921751,232.355018,5.65482,177.674651,12.68106
A8,ARC,3C994,49.315635,233.151131,49.271587,232.584456,58.718283,232.135215,9.457371,173.83336,3.443972
A8,ARC,3C993,49.315635,233.151131,49.467676,234.506628,-215.686555,263.561808,266.741392,353.453583,0.292986
A8,ARC,3C992,49.467676,234.506628,49.553565,235.411428,15.828969,238.156289,33.836115,353.807864,1.539062
A8,ARC,3C991,49.553565,235.411428,49.606055,236.32157,30.802978,236.949389,18.813555,355.310982,2.776669
A8,ARC,3C990,49.606055,236.32157,49.607951,237.005675,38.242325,236.695123,11.369867,358.117226,3.447922
A8,ARC,3C98F,49.607951,237.005675,49.562605,237.68687,41.144311,236.784369,8.466533,1.497821,4.621324
A8,ARC,3C98E,49.562605,237.68687,49.405491,238.583718,42.936164,236.988209,6.66317,6.018763,7.835429
A8,ARC,3C98D,49.326605,238.873138,47.951836,241.267402,43.595213,237.174037,5.977943,16.512739,26.702803
A8,ARC,3C98C,47.951836,241.267402,44.620563,243.431823,41.862209,235.540623,8.359399,43.241164,27.49186
A8,ARC,3C98B,44.620563,243.431823,44.238236,243.074565,44.529622,243.145939,0.3,72.354034,121.409241
A8,ARC,3C071,49.092826,230.978007,49.386088,231.190972,49.189733,231.152961,0.2,241.017786,129.938364
A9,CIRCLE,3C070,,,,,54.613325,237.573725,0.4,,
A9,ARC,3C98A,56.362647,230.714212,56.902091,231.683925,46.758955,236.691573,11.311929,328.101769,5.622761
A9,ARC,3C989,56.902091,231.683925,57.449089,233.00363,47.879515,236.196861,10.088283,333.426575,8.120304
A9,ARC,3C988,57.449089,233.00363,57.772978,234.396207,50.244366,235.41328,7.597002,341.507273,10.798969
A9,ARC,3C987,57.772978,234.396207,57.822485,235.508559,51.60307,235.228085,6.225736,352.321216,10.26088
A9,ARC,3C986,57.800358,235.807715,57.728001,236.296597,52.639,235.293598,5.186901,5.688413,5.461205
A9,ARC,3C985,57.728001,236.296597,56.798216,238.317315,53.127853,235.404218,4.685905,10.97841,27.459953
A9,ARC,3C984,56.798216,238.317315,56.321133,238.877287,50.614644,233.532269,7.818774,37.733852,5.392796
A9,ARC,3C983,56.321133,238.877287,54.823246,240.213686,48.073663,231.140853,11.308102,43.168768,10.184441
A9,ARC,3C982,54.579296,240.388281,54.444304,240.480379,48.517685,231.648535,10.636084,55.256048,0.880318
A9,ARC,3C981,54.444304,240.480379,53.162797,241.230434,47.216519,229.601134,13.061349,56.401347,6.51715
A9,ARC,3C980,53.162797,241.230434,51.60589,241.946173,43.837028,222.995809,20.481004,62.91335,4.795058
A9,ARC,3C97F,51.60589,241.946173,50.664782,242.320199,37.241273,207.17358,37.622805,67.554398,1.542301
A9,ARC,3C97E,50.664782,242.320199,50.256936,241.647589,50.523194,241.946097,0.4,69.269599,158.998587
A9,ARC,3C97D,52.521013,237.60171,52.63643,236.769474,87.956791,242.091958,35.719136,187.221751,1.347767
A9,ARC,3C97C,52.63643,236.769474,52.851424,235.599798,70.276725,239.40727,17.836422,188.504561,3.820993
A9,ARC,3C97B,52.851424,235.599798,53.1892,234.364298,64.599721,238.147771,12.021425,192.236811,6.107553
A9,ARC,3C97A,53.1892,234.364298,53.524061,233.504999,61.677367,237.17716,8.942101,198.334485,5.911798
A9,ARC,3C979,53.524061,233.504999,54.338863,232.134569,59.665518,236.229019,6.718465,203.919499,13.628972
A9,ARC,3C978,54.338863,232.134569,56.153838,230.662089,58.32001,235.186916,5.016608,217.477388,26.940752
A9,ARC,3C06B,52.470219,237.897104,50.256936,241.647589,45.505741,236.315448,7.14182,12.795032,35.502388
A9,LINE,3C06A,56.362647,230.714212,56.153838,230.662089,,,,,
A10,ARC,3C977,67.243792,239.435455,66.106713,239.916948,64.327411,234.131613,6.05277,61.195277,11.709241
A10,ARC,3C976,66.106713,239.916948,65.486629,240.087211,63.418481,231.340894,8.987508,72.595987,4.10025
A10,ARC,3C975,65.486629,240.087211,64.621078,240.258563,62.625672,227.907398,12.511311,76.781238,4.041572
A10,ARC,3C974,64.621078,240.258563,63.498606,240.409148,61.090669,218.201377,22.337933,80.906532,2.905195
A10,ARC,3C973,63.498606,240.409148,62.132117,240.543966,55.664312,167.995046,72.836655,83.825334,1.080161
A10,ARC,3C972,61.233492,240.634766,62.132117,240.543966,67.163874,294.834015,54.522729,263.755642,0.949149
A10,ARC,3C971,60.36283,240.747755,61.233492,240.634766,63.575095,262.089597,21.582235,261.440385,2.330946
A10,CIRCLE,3C068,,,,,60.13351,239.118132,0.4,,
A10,ARC,3C970,57.989726,241.447961,57.463404,241.010988,57.82856,241.106624,0.377472,64.725233,129.95112
A10,ARC,3C96F,57.463404,241.010988,58.097041,239.359074,68.571977,244.324507,11.592231,196.609047,8.753304
A10,ARC,3C96E,58.097041,239.359074,58.892505,237.96026,67.096536,243.551234,9.927997,204.977124,9.296958
A10,ARC,3C96D,58.892505,237.96026,60.211789,236.47766,65.18965,242.235463,7.611268,214.17303,14.982186
A10,ARC,3C96C,60.211789,236.47766,61.411152,235.670104,64.139942,241.017246,6.003184,229.130008,13.833555
A10,ARC,3C96B,61.682913,235.543114,63.190238,235.167449,63.595096,240.003747,4.853214,246.796171,18.418628
A10,ARC,3C96A,63.190238,235.167449,64.754442,235.208159,63.789375,242.217831,7.075794,265.142712,12.696289
A10,ARC,3C969,64.754442,235.208159,65.228619,235.271308,55.689488,305.087625,70.464978,277.391288,0.388963
A10,ARC,3C968,69.287815,235.261465,65.228619,235.271308,67.221975,220.320095,15.083509,82.128019,15.4661
A10,ARC,3C967,59.779667,240.849622,60.066753,240.796088,62.125873,252.63503,12.016676,258.740916,1.392465
A10,ARC,3C966,59.29341,240.959278,59.779667,240.849622,61.591519,250.017061,9.34477,255.763518,3.05663
A10,ARC,3C965,58.578168,241.181403,59.29341,240.959278,60.921982,247.465884,6.707322,249.546863,6.400972
A10,ARC,3C964,57.989726,241.447961,58.578168,241.181403,60.228815,245.608091,4.724426,241.709715,7.840536
A10,ARC,3C064,69.287815,235.261465,69.455741,235.443983,69.309699,235.40984,0.14998,261.609668,111.549244
A10,ARC,3C963,69.455741,235.443983,69.443758,235.626164,61.468442,235.010094,7.999075,3.109386,1.307776
A10,ARC,3C962,69.443758,235.626164,69.359179,236.308815,62.321411,235.090291,7.142477,4.302728,5.52012
A10,ARC,3C961,69.359179,236.308815,69.218614,236.920891,63.657422,235.321565,5.786596,9.823278,6.221261
A10,ARC,3C960,69.218614,236.920891,68.969552,237.59312,64.678684,235.621092,4.722334,15.97662,8.706294
A10,ARC,3C95F,68.969552,237.59312,67.500773,239.280736,65.395126,235.965166,3.92769,24.48665,33.094597
A19,CIRCLE,3C062,,,,,203.252961,144.89272,1.05,,
A19,CIRCLE,3C061,,,,,204.133262,142.023433,1.05,,
A19,CIRCLE,3C060,,,,,207.058288,141.351153,1.05,,
A19,CIRCLE,3C05F,,,,,209.103013,143.548161,1.05,,
A19,CIRCLE,3C05E,,,,,208.222711,146.417447,1.05,,
A19,CIRCLE,3C05D,,,,,205.297685,147.089727,1.05,,
A19,ARC,3C05C,206.327977,137.722171,212.676256,144.07045,206.177987,144.22044,6.5,271.32224,87.355521
A19,ARC,3C05B,199.679717,144.07045,206.027997,137.722171,206.177987,144.22044,6.5,181.32224,87.355521
A19,ARC,3C05A,212.676256,144.37043,199.679717,144.37043,206.177987,144.22044,6.5,1.32224,177.355521
A19,CIRCLE,3C059,,,,,206.177987,144.22044,1,,
A12,LINE,3C058,70,265.741167,70,249.532335,,,,,
A12,LINE,3C057,70,282.3,70,266.091167,,,,,
A12,ARC,3C056,63.5,250.418406,64.5,251.418406,63.5,251.418406,1,270,90
A12,ARC,3C055,61.5,251.418406,62.5,250.418406,62.5,251.418406,1,180,90
A12,ARC,3C054,62.5,255.416193,61.5,254.416193,62.5,254.416193,1,90,90
A12,ARC,3C053,64.5,254.416193,63.5,255.416193,63.5,254.416193,1,360,90
A12,ARC,3C052,41.5,255.416193,40.5,254.416193,41.5,254.416193,1,90,90
A12,ARC,3C051,40.5,251.418406,41.5,250.418406,41.5,251.418406,1,180,90
A12,ARC,3C050,42.5,250.418406,43.5,251.418406,42.5,251.418406,1,270,90
A12,ARC,3C04F,43.5,254.416193,42.5,255.416193,42.5,254.416193,1,360,90
A12,LINE,3C04E,35,274.270584,35,282.3,,,,,
A12,LINE,3C04D,35,257.561751,35,273.970584,,,,,
A12,LINE,3C04C,35,249.232335,35,257.261751,,,,,
A12,CIRCLE,3C04B,,,,,52.5,265.916167,1,,
A12,ARC,3C04A,35,249.532335,39,245.532335,39,249.532335,4,180.000001,90
A12,LINE,3C049,52.675,245.532335,66,245.532335,,,,,
A12,LINE,3C048,39,245.532335,52.325,245.532335,,,,,
A12,ARC,3C047,66,245.532335,70,249.532335,66,249.532335,4,269.999999,90
A12,ARC,3C046,70,282.3,66,286.3,66,282.3,4,0.000001,90
A12,LINE,3C045,52.325,286.3,39,286.3,,,,,
A12,LINE,3C044,66,286.3,52.675,286.3,,,,,
A12,ARC,3C043,39,286.3,35,282.3,39,282.3,4,89.999999,90
A12,LINE,3C042,63.5,250.418406,62.5,250.418406,,,,,
A12,LINE,3C041,61.5,251.418406,61.5,254.416193,,,,,
A12,LINE,3C040,62.5,255.416193,63.5,255.416193,,,,,
A12,LINE,3C03F,64.5,254.416193,64.5,251.418406,,,,,
A12,LINE,3C03E,41.5,255.416193,42.5,255.416193,,,,,
A12,LINE,3C03D,43.5,254.416193,43.5,251.418406,,,,,
A12,LINE,3C03C,42.5,250.418406,41.5,250.418406,,,,,
A12,LINE,3C03B,40.5,251.418406,40.5,254.416193,,,,,
A12,ARC,3C03A,61.5,279.716217,62.8,278.416217,62.8,279.716217,1.3,180,90
A12,LINE,3C039,63.2,278.416217,62.8,278.416217,,,,,
A12,ARC,3C038,62.8,281.412682,61.5,280.112682,62.8,280.112682,1.3,90,90
A12,LINE,3C037,61.5,279.716217,61.5,280.112682,,,,,
A12,ARC,3C036,64.5,280.112682,63.2,281.412682,63.2,280.112682,1.3,360,90
A12,LINE,3C035,62.8,281.412682,63.2,281.412682,,,,,
A12,ARC,3C034,63.2,278.416217,64.5,279.716217,63.2,279.716217,1.3,270,90
A12,LINE,3C033,64.5,280.112682,64.5,279.716217,,,,,
A12,ARC,3C032,41.8,281.412682,40.5,280.112682,41.8,280.112682,1.3,90,90
A12,LINE,3C031,41.8,281.412682,42.2,281.412682,,,,,
A12,ARC,3C030,43.5,280.112682,42.2,281.412682,42.2,280.112682,1.3,360,90
A12,LINE,3C02F,43.5,280.112682,43.5,279.716217,,,,,
A12,ARC,3C02E,42.2,278.416217,43.5,279.716217,42.2,279.716217,1.3,270,90
A12,LINE,3C02D,42.2,278.416217,41.8,278.416217,,,,,
A12,ARC,3C02C,40.5,279.716217,41.8,278.416217,41.8,279.716217,1.3,180,90
A12,LINE,3C02B,40.5,279.716217,40.5,280.112682,,,,,
A26-3,ARC,3C02A,164.097671,257.689945,163.247249,256.701195,164.247249,256.701195,1,98.602446,81.39755
A26-3,ARC,3C029,165.247249,256.701195,164.097671,257.689945,164.247249,256.701195,1,359.999996,98.60245
A26-3,ARC,3C028,166.166986,251.073091,166.32961,247.701195,183.222328,250.205791,17.07738,177.088894,11.344614
A26-3,ARC,3C027,166.747249,254.701195,166.184853,251.372556,183.222328,250.205791,17.07738,164.737756,11.344614
A26-3,LINE,3C026,166.32961,247.701195,166.947246,247.701195,,,,,
A26-3,ARC,3C025,167.947246,246.701195,166.947246,247.701195,166.947246,246.701195,1,0,90
A26-3,LINE,3C024,167.947246,246.701195,167.947246,242.701195,,,,,
A26-3,LINE,3C023,167.947246,242.701195,169.747246,242.701195,,,,,
A26-3,LINE,3C022,169.747246,242.701195,169.747246,242.201195,,,,,
A26-3,ARC,3C021,168.747246,241.201195,169.747246,242.201195,168.747246,242.201195,1,270,90
A26-3,LINE,3C020,164.097247,241.201195,159.747249,241.201195,,,,,
A26-3,LINE,3C01F,168.747246,241.201195,164.397247,241.201195,,,,,
A26-3,ARC,3C01E,158.747249,242.201195,159.747249,241.201195,159.747249,242.201195,1,180,90
A26-3,LINE,3C01D,158.747249,242.201195,158.747249,242.701195,,,,,
A26-3,LINE,3C01C,158.747249,242.701195,160.547249,242.701195,,,,,
A26-3,LINE,3C01B,160.547249,242.701195,160.547249,246.701195,,,,,
A26-3,ARC,3C01A,161.547249,247.701195,160.547249,246.701195,161.547249,246.701195,1,90,90
A26-3,LINE,3C019,161.547249,247.701195,162.164887,247.701195,,,,,
A26-3,ARC,3C018,162.309644,251.372556,161.747249,254.701195,145.272147,250.20579,17.077402,3.917628,11.3446
A26-3,ARC,3C017,162.164887,247.701195,162.327511,251.073091,145.272147,250.20579,17.077402,351.566506,11.3446
A26-3,LINE,3C016,161.747249,254.701195,163.247249,254.701195,,,,,
A26-3,LINE,3C015,163.247249,254.701195,163.247249,256.701195,,,,,
A26-3,LINE,3C014,165.247249,256.701195,165.247248,254.701195,,,,,
A26-3,LINE,3C013,165.247248,254.701195,166.747249,254.701195,,,,,
A5-3,ARC,3C010,123.180186,227.231454,122.405003,229.243897,120.180079,227.231347,3.000107,0.002043,42.128792
A5-3,ARC,3C00F,102.180519,230.231456,100.167906,229.456148,102.180542,227.231479,2.999976,90.000449,42.13489
A5-3,ARC,3C00E,107.180439,225.731455,111.030377,225.309686,111.180377,244.461008,19.15191,257.944844,11.606404
A5-3,ARC,3C00D,115.180313,224.731455,116.180297,223.731455,116.180305,224.731447,0.999992,179.999543,90
A5-3,LINE,3C00C,115.180313,224.731455,115.180313,225.731455,,,,,
A5-3,ARC,3C00B,111.330375,225.309686,115.180313,225.731455,111.180377,244.461008,19.15191,270.448745,11.606404
A5-3,LINE,3C00A,107.180439,225.731455,107.180439,224.731455,,,,,
A5-3,ARC,3C009,106.180455,223.731455,107.180439,224.731455,106.180447,224.731448,0.999992,270.000449,90
A5-3,LINE,3C008,106.180455,223.731455,105.030471,223.731456,,,,,
A5-3,LINE,3C007,105.030471,223.731456,105.180471,227.231456,,,,,
A5-3,LINE,3C006,105.180471,227.231456,101.180534,227.231456,,,,,
A5-3,LINE,3C005,101.180534,227.231456,101.330534,223.231456,,,,,
A5-3,LINE,3C004,101.330534,223.231456,100.18055,223.231456,,,,,
A5-3,ARC,3C003,99.180566,224.231456,100.18055,223.231456,100.180558,224.231448,0.999992,179.999543,90
A5-3,ARC,3C002,99.180566,224.231456,99.180566,227.231456,97.550114,225.731456,2.215485,317.386241,85.227511
A5-3,ARC,3C001,99.955842,229.244081,99.180566,227.231456,102.180542,227.231479,2.999976,137.86556,42.13489
A5-3,LINE,3C000,102.180519,230.231456,105.126231,229.357934,,,,,
A5-3,ARC,3BFFF,117.178358,229.36734,105.126231,229.357934,111.163587,214.893316,15.674018,67.434364,45.2207
A5-3,LINE,3BFFE,117.178358,229.36734,120.180624,230.231455,,,,,
A5-3,ARC,3BFFD,122.192953,229.455978,120.180624,230.231455,120.180079,227.231347,3.000107,47.860805,42.128792
A5-3,ARC,3BFFC,123.180186,227.231454,123.180186,224.231454,124.810638,225.731454,2.215485,137.386241,85.227511
A5-3,ARC,3BFFB,122.180202,223.231454,123.180186,224.231454,122.180194,224.231447,0.999992,270.000449,90
A5-3,LINE,3BFFA,122.180202,223.231454,121.030218,223.231455,,,,,
A5-3,LINE,3BFF9,121.030218,223.231455,121.180218,227.231455,,,,,
A5-3,LINE,3BFF8,121.180218,227.231455,117.180281,227.231455,,,,,
A5-3,LINE,3BFF7,117.180281,227.231455,117.330281,223.731455,,,,,
A5-3,LINE,3BFF6,117.330281,223.731455,116.180297,223.731455,,,,,
A5-3,ARC,3BFF5,115.482771,228.767493,106.870514,228.758672,111.189111,216.59052,12.911785,70.5771,38.963174
A5-3,LINE,3BFF4,106.870514,228.758672,106.871055,228.536664,,,,,
A5-3,ARC,3BFF3,106.871055,228.536664,115.483293,228.553344,111.087803,274.690835,46.346396,264.779822,10.662286
A5-3,LINE,3BFF2,115.483293,228.553344,115.482771,228.767493,,,,,
A5-4,ARC,3BFEF,130.396662,233.070597,131.171845,235.083039,128.171738,235.083146,3.000107,317.869165,42.128792
A5-4,ARC,3BFEE,108.159565,232.858345,110.172178,232.083038,110.172201,235.083014,2.999976,227.864661,42.13489
A5-4,ARC,3BFED,119.022036,237.004808,115.172098,236.583038,119.172036,217.853486,19.15191,90.448752,11.606404
A5-4,ARC,3BFEC,124.171956,238.583039,123.171972,237.583039,124.171964,237.583046,0.999992,90.000457,90
A5-4,LINE,3BFEB,123.171972,237.583039,123.171972,236.583039,,,,,
A5-4,ARC,3BFEA,123.171972,236.583039,119.322034,237.004808,119.172036,217.853486,19.15191,77.944851,11.606404
