部件ID,对象类型,对象句柄,起点X,起点Y,终点X,终点Y,圆心X,圆心Y,半径,起始角度(°),总角度(°)
A5-2,LINE,3BD30,4.99776,239.288668,8.99776,239.138669,,,,,
A5-2,LINE,3BD2F,8.99776,239.138669,8.99776,240.288653,,,,,
A5-2,ARC,3BD2E,8.99776,240.288653,7.99776,241.288637,7.997768,240.288645,0.999992,0.000457,90
A5-2,ARC,3BD2D,4.99776,241.288637,7.99776,241.288637,6.49776,242.919089,2.215485,227.386248,85.227511
A5-2,ARC,3BD2C,4.99776,241.288637,2.985135,240.513361,4.997736,238.288661,2.999976,89.999551,42.13489
A5-2,LINE,3BD2B,1.99776,238.288684,2.871282,235.342972,,,,,
A5-2,ARC,3BD2A,2.871282,235.342972,2.861876,223.290844,17.335899,229.305616,15.674018,157.344936,45.2207
A5-2,LINE,3BD29,2.861876,223.290844,1.997761,220.288579,,,,,
A5-2,ARC,3BD28,1.997761,220.288579,2.773238,218.27625,4.997868,220.289124,3.000107,180.010403,42.128792
A5-2,ARC,3BD27,7.997761,217.289017,4.997761,217.289016,6.497761,215.658565,2.215485,47.386248,85.227511
A5-2,ARC,3BD26,7.997761,217.289017,8.997761,218.289001,7.997769,218.289009,0.999992,269.999551,90
A5-2,LINE,3BD25,8.997761,218.289001,8.997761,219.438985,,,,,
A5-2,LINE,3BD24,8.997761,219.438985,4.997761,219.288985,,,,,
A5-2,LINE,3BD23,4.997761,219.288985,4.997761,223.288921,,,,,
A5-2,LINE,3BD22,4.997761,223.288921,8.497761,223.138922,,,,,
A5-2,LINE,3BD21,8.497761,223.138922,8.497761,224.288906,,,,,
A5-2,ARC,3BD20,3.470544,233.598689,3.461723,224.986432,15.638696,229.280092,12.911785,160.459726,38.963174
A5-2,LINE,3BD1F,3.470544,233.598689,3.692551,233.598148,,,,,
A5-2,ARC,3BD1E,3.675872,224.98591,3.692551,233.598148,-42.46162,229.3814,46.346396,354.557892,10.662286
A5-2,LINE,3BD1D,3.675872,224.98591,3.461723,224.986432,,,,,
A1,LINE,3BD1C,27.998409,7.885996,30.998409,7.885996,,,,,
A1,LINE,3BD1B,30.998409,7.885996,30.998409,12.883783,,,,,
A1,LINE,3BD1A,30.998409,12.883783,27.998409,12.883783,,,,,
A1,LINE,3BD19,27.998409,12.883783,27.998409,7.885996,,,,,
A1,LINE,3BD18,6.998409,7.885996,9.998409,7.885996,,,,,
A1,LINE,3BD17,9.998409,7.885996,9.998409,12.883783,,,,,
A1,LINE,3BD16,9.998409,12.883783,6.998409,12.883783,,,,,
A1,LINE,3BD15,6.998409,12.883783,6.998409,7.885996,,,,,
A1,LINE,3BD14,27.998409,35.883807,30.998409,35.883807,,,,,
A1,LINE,3BD13,30.998409,35.883807,30.998409,38.881594,,,,,
A1,LINE,3BD12,30.998409,38.881594,27.998409,38.881594,,,,,
A1,LINE,3BD11,27.998409,38.881594,27.998409,35.883807,,,,,
A1,LINE,3BD10,6.998409,35.883807,9.998409,35.883807,,,,,
A1,LINE,3BD0F,9.998409,35.883807,9.998409,38.881594,,,,,
A1,LINE,3BD0E,9.998409,38.881594,6.998409,38.881594,,,,,
A1,LINE,3BD0D,6.998409,38.881594,6.998409,35.883807,,,,,
A1,ARC,3BD0C,5.498409,43.767665,1.498409,39.767665,5.498409,39.767665,4,89.999999,90
A1,LINE,3BD0B,19.148409,43.767665,32.498409,43.767665,,,,,
A1,LINE,3BD0A,5.498409,43.767665,18.848409,43.767665,,,,,
A1,ARC,3BD09,36.498409,39.767665,32.498409,43.767665,32.498409,39.767665,4,0.000001,90
A1,LINE,3BD08,36.498409,23.208833,36.498409,7,,,,,
A1,LINE,3BD07,36.498409,39.767665,36.498409,23.558833,,,,,
A1,ARC,3BD06,32.498409,3,36.498409,7,32.498409,7,4,269.999999,90
A1,LINE,3BD05,18.848409,3,5.498409,3,,,,,
A1,LINE,3BD04,32.498409,3,19.148409,3,,,,,
A1,ARC,3BD03,1.498409,7,5.498409,3,5.498409,7,4,180.000001,90
A1,LINE,3BD02,1.498409,23.558833,1.498409,39.767665,,,,,
A1,LINE,3BD01,1.498409,7,1.498409,23.208833,,,,,
A18-3,ARC,3BD00,205.861591,56.46056,205.261591,55.86056,205.861591,55.86056,0.6,90,90
A18-3,ARC,3BCFF,208.13,55.86056,207.53,56.46056,207.53,55.86056,0.6,360,90
A18-3,ARC,3BCFE,207.53,36.46056,208.13,37.06056,207.53,37.06056,0.6,270,90
A18-3,ARC,3BCFD,205.261591,37.06056,205.861591,36.46056,205.861591,37.06056,0.6,180,90
A18-3,ARC,3BCFC,179.64224,53.86056,179.04224,54.46056,179.04224,53.86056,0.6,360,90
A18-3,ARC,3BCFB,177.340058,54.46056,176.740079,53.855535,177.340058,53.86056,0.6,90,90.479912
A18-3,ARC,3BCFA,176.740079,39.065586,177.340058,38.46056,177.340058,39.06056,0.6,179.520088,90.479912
A18-3,ARC,3BCF9,179.04224,38.46056,179.64224,39.06056,179.04224,39.06056,0.6,270,90
A18-3,ARC,3BCF8,154.883823,39.06056,155.483823,38.46056,155.483823,39.06056,0.6,180,90
A18-3,ARC,3BCF7,157.120408,38.46056,157.720407,39.061194,157.120408,39.06056,0.6,270,90.06049
A18-3,ARC,3BCF6,157.720407,53.859927,157.120408,54.46056,157.120408,53.86056,0.6,359.93951,90.06049
A18-3,ARC,3BCF5,155.483823,54.46056,154.883823,53.86056,155.483823,53.86056,0.6,90,90
A18-3,ARC,3BCF4,138.23482,54.46056,137.63495,53.873051,138.23482,53.86056,0.6,90,88.807135
A18-3,ARC,3BCF3,140.642069,53.855489,140.042091,54.46056,140.042091,53.86056,0.6,359.515747,90.484253
A18-3,ARC,3BCF2,140.042091,38.46056,140.642069,39.065631,140.042091,39.06056,0.6,270,90.484253
A18-3,ARC,3BCF1,137.63495,39.04807,138.23482,38.46056,138.23482,39.06056,0.6,181.192865,88.807135
A18-3,ARC,3BCF0,124.7053,39.06056,125.3053,38.46056,125.3053,39.06056,0.6,180,90
A18-3,ARC,3BCEF,127.111829,38.46056,127.711792,39.053909,127.111829,39.06056,0.6,270,89.364802
A18-3,ARC,3BCEE,127.711792,53.867212,127.111829,54.46056,127.111829,53.86056,0.6,0.635198,89.364802
A18-3,ARC,3BCED,125.3053,54.46056,124.7053,53.86056,125.3053,53.86056,0.6,90,90
A18-3,ARC,3BCEC,111.332587,54.46056,110.732593,53.86307,111.332587,53.86056,0.6,90,89.760375
A18-3,ARC,3BCEB,113.595908,53.86056,112.995908,54.46056,112.995908,53.86056,0.6,360,90
A18-3,ARC,3BCEA,110.732593,39.058051,111.332587,38.46056,111.332587,39.06056,0.6,180.239625,89.760375
A18-3,ARC,3BCE9,112.995908,38.46056,113.595908,39.06056,112.995908,39.06056,0.6,270,90
A18-3,ARC,3BCE8,87.758101,39.073408,88.357963,38.46056,88.357963,39.06056,0.6,178.773083,91.226917
A18-3,ARC,3BCE7,90.135864,38.46056,90.735796,39.069603,90.135864,39.06056,0.6,270,90.863518
A18-3,ARC,3BCE6,90.735796,53.851518,90.135864,54.46056,90.135864,53.86056,0.6,359.136482,90.863518
A18-3,ARC,3BCE5,88.357963,54.46056,87.758101,53.847713,88.357963,53.86056,0.6,90,91.226917
A18-3,ARC,3BCE4,63.739881,54.46056,63.139881,53.86056,63.739881,53.86056,0.6,90,90
A18-3,ARC,3BCE3,65.915283,53.86056,65.315283,54.46056,65.315283,53.86056,0.6,360,90
A18-3,ARC,3BCE2,65.315283,38.46056,65.915283,39.06056,65.315283,39.06056,0.6,270,90
A18-3,ARC,3BCE1,63.139881,39.06056,63.739881,38.46056,63.739881,39.06056,0.6,180,90
A18-3,ARC,3BCE0,40.25461,36.46056,40.854609,37.059422,40.25461,37.06056,0.6,270,89.891302
A18-3,ARC,3BCDF,38.853473,37.06056,39.453473,36.46056,39.453473,37.06056,0.6,180,90
A18-3,ARC,3BCDE,39.453473,56.46056,38.853473,55.86056,39.453473,55.86056,0.6,90,90
A18-3,ARC,3BCDD,40.854609,55.861699,40.25461,56.46056,40.25461,55.86056,0.6,0.108698,89.891302
A18-3,LINE,3BCDC,64.677582,54.46056,65.315283,54.46056,,,,,
A18-3,LINE,3BCDB,64.377582,38.46056,63.739881,38.46056,,,,,
A18-3,LINE,3BCDA,178.038626,54.46056,177.340058,54.46056,,,,,
A18-3,LINE,3BCD9,178.338626,38.46056,179.04224,38.46056,,,,,
A18-3,LINE,3BCD8,139.297184,54.46056,140.042091,54.46056,,,,,
A18-3,LINE,3BCD7,138.997184,38.46056,138.23482,38.46056,,,,,
A18-3,LINE,3BCD6,89.394975,54.46056,90.135864,54.46056,,,,,
A18-3,LINE,3BCD5,89.094975,38.46056,88.357963,38.46056,,,,,
A18-3,LINE,3BC2D,38.853473,46.61056,38.853473,55.86056,,,,,
A18-3,LINE,3BC2C,208.13,46.31056,208.13,37.06056,,,,,
A18-3,LINE,3BC2B,207.53,36.46056,205.861591,36.46056,,,,,
A18-3,LINE,3BC2A,205.261591,37.06056,205.261591,40.46056,,,,,
A18-3,LINE,3BC29,205.261591,52.46056,205.261591,55.86056,,,,,
A18-3,LINE,3BC28,205.861591,56.46056,207.53,56.46056,,,,,
A18-3,LINE,3BC27,208.13,55.86056,208.13,46.61056,,,,,
A18-3,LINE,3BC26,179.64224,40.46056,205.261591,40.46056,,,,,
A18-3,LINE,3BC25,205.261591,52.46056,179.64224,52.46056,,,,,
A18-3,LINE,3BC24,176.740079,53.855535,176.751764,52.46056,,,,,
A18-3,LINE,3BC23,176.751764,40.46056,176.740079,39.065586,,,,,
A18-3,LINE,3BC22,177.340058,38.46056,178.038626,38.46056,,,,,
A18-3,LINE,3BC21,179.64224,39.06056,179.64224,40.46056,,,,,
A18-3,LINE,3BC20,179.64224,52.46056,179.64224,53.86056,,,,,
A18-3,LINE,3BC1F,179.04224,54.46056,178.338626,54.46056,,,,,
A18-3,LINE,3BC1E,157.71893,40.46056,176.751764,40.46056,,,,,
A18-3,LINE,3BC1D,176.751764,52.46056,157.71893,52.46056,,,,,
A18-3,LINE,3BC1C,157.120408,38.46056,155.483823,38.46056,,,,,
A18-3,LINE,3BC1B,154.883823,39.06056,154.883823,40.46056,,,,,
A18-3,LINE,3BC1A,154.883823,52.46056,154.883823,53.86056,,,,,
A18-3,LINE,3BC19,155.483823,54.46056,157.120408,54.46056,,,,,
A18-3,LINE,3BC18,157.720407,53.859927,157.71893,52.46056,,,,,
A18-3,LINE,3BC17,157.71893,40.46056,157.720407,39.061194,,,,,
A18-3,LINE,3BC16,140.630279,40.46056,154.883823,40.46056,,,,,
A18-3,LINE,3BC15,154.883823,52.46056,140.630279,52.46056,,,,,
A18-3,LINE,3BC14,137.605539,52.46056,137.63495,53.873051,,,,,
A18-3,LINE,3BC13,138.23482,54.46056,138.997184,54.46056,,,,,
A18-3,LINE,3BC12,140.642069,53.855489,140.630279,52.46056,,,,,
A18-3,LINE,3BC11,140.630279,40.46056,140.642069,39.065631,,,,,
A18-3,LINE,3BC10,140.042091,38.46056,139.297184,38.46056,,,,,
A18-3,LINE,3BC0F,137.63495,39.04807,137.605539,40.46056,,,,,
A18-3,LINE,3BC0E,127.727388,40.46056,137.605539,40.46056,,,,,
A18-3,LINE,3BC0D,137.605539,52.46056,127.727388,52.46056,,,,,
A18-3,LINE,3BC0C,124.7053,39.06056,124.7053,40.46056,,,,,
A18-3,LINE,3BC0B,124.7053,52.46056,124.7053,53.86056,,,,,
A18-3,LINE,3BC0A,125.3053,54.46056,127.111829,54.46056,,,,,
A18-3,LINE,3BC09,127.711792,53.867212,127.727388,52.46056,,,,,
A18-3,LINE,3BC08,127.727388,40.46056,127.711792,39.053909,,,,,
A18-3,LINE,3BC07,127.111829,38.46056,125.3053,38.46056,,,,,
A18-3,LINE,3BC06,124.7053,40.46056,124.460868,40.46056,,,,,
A18-3,LINE,3BC05,120.080088,40.46056,124.460868,40.46056,,,,,
A18-3,LINE,3BC04,124.7053,52.46056,113.595908,52.46056,,,,,
A18-3,LINE,3BC03,113.595908,40.46056,120.080088,40.46056,,,,,
A18-3,LINE,3BC02,110.732593,53.86307,110.726727,52.46056,,,,,
A18-3,LINE,3BC01,110.726727,40.46056,110.732593,39.058051,,,,,
A18-3,LINE,3BC00,111.332587,38.46056,112.995908,38.46056,,,,,
A18-3,LINE,3BBFF,113.595908,39.06056,113.595908,40.46056,,,,,
A18-3,LINE,3BBFE,113.595908,52.46056,113.595908,53.86056,,,,,
A18-3,LINE,3BBFD,112.995908,54.46056,111.332587,54.46056,,,,,
A18-3,LINE,3BBFC,90.714831,40.46056,110.726727,40.46056,,,,,
A18-3,LINE,3BBFB,110.726727,52.46056,90.714831,52.46056,,,,,
A18-3,LINE,3BBFA,87.78781,52.46056,87.758101,53.847713,,,,,
